Exophthalmic ophthalmoplegia,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exophthalmos disorder,Exophthalmos due to orbital edema or congestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
External endometriosis disorder,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
External ophthalmoplegia,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extraovarian endometriosis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extrapyramidal disease,Athetoid movement,Hemiballism disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extrapyramidal disease NOS or blepharospasm or choreoathetosis or writers cramp  organic or myoclonic jerks or spasmodic torticollis,Blepharospasm disorder,Myoclonic disorder,Spasmodic torticollis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extratemporal epilepsy,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exudative diathesis,Subepidermal edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye strain,Visual discomfort,Eyes tire easily,Visual symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyelid myoclonus with absences,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facet joint pain,Joint pain,Other back symptoms or facet joint syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facial hemiparesis,Unilateral facial paresis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facial hemiplegia,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facial myokymia,Myokymia finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failure to thrive,Failure to gain weight finding,Physiological development failure,"DWeight, failure to gain, infant","Weight,fail to gain,infant D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failure to thrive in infant,Failure to gain weight finding,Physiological development failure,"DWeight, failure to gain, infant","Weight,fail to gain,infant D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familial actinic prurigo,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familial actinic prurigo of lip,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familial essential myoclonus,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familial hemiplegic migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familial neonatal seizures,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmers lung,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal familial insomnia,Insomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Febrile convulsion,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Kallmans syndrome,Loss of sense of smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female urinarygenital tract fistula,Menouria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Femoral neuropathy,Femoral neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetal ANDOR neonatal jaundice,Newborn physiological jaundice disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fetal and neonatal jaundice, unspecified",Newborn physiological jaundice disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibromyositis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibrositis and nodular fasciitis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifth day fits,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focal dystonia,Blepharospasm disorder,Spastic dysphonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focal motor seizure,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food intolerance NEC,Food intolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foreign body granuloma of penis,Perineal lump finding,Mass of male genital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freemartin,Virilization finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal lobe epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukuhara syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Functional abdominal pain syndrome,Abdominal pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Functional amblyopia,Visual disturbances NOS or amblyopia or blurred vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Functional diarrhea,Diarrhea due to ingestion of unabsorbable substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Functional disorder of intestine,Constipation disorder,Hyperactive rectosigmoid junction,Abnormal large bowel motility,Bowel spasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gait apraxia,Other and unspecified symbolic dysfunctions,DOther symbolic dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallbladder pain,Abdominal pain,Colicky pain,Pain of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganglion of ankle,Mass of lower limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganglion of aponeurosis,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganglion of joint,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastric polyp,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastric polyposis,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gelastic seizure,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General areflexia,Abnormal reflex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized erythroderma,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized exfoliative dermatitis,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized metabolic disorder,Hypoproteinemia disorder,Polyuric state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized nonconvulsive epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized pruritus of unknown etiology,Pruritus of skin,Itching of skin,Itch of skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalized seizure,Seizure,Tonicclonic seizure,Grand mal seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generalizedonset seizures,Seizure,Tonic seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genital varices in pregnancy & vaginal or vulval,Vulval varices in pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genital warts,Perineal lump finding,Penile warts,Mass of urogenital structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genuine stress incontinence,Mixed incontinence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant cell arteritis with polymyalgia rheumatica,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingival and periodontal disease,Sore gums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingival polyp,Mass of oral cavity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globulomaxillary cyst,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glossopharyngeal neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grainhandlers disease,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand mal status,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granuloma of intestine,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granuloma of lip,Mass of oral cavity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granulosis rubra nasi,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grisels syndrome,Wry necktorticollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunting baby,Grunting respiration finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gummatous neurosyphilis,Gummatous inflammation morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gummatous osteitis of yaws,Gummatous inflammation morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gummatous periostitis of yaws,Gummatous inflammation morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustatory seizure,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit vomiting disorder,Finding of vomiting,Vomiting symptom,Uncontrollable vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamartoma of stomach,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headache associated with substance abuse or withdrawal,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headache disorder,Headache finding,Menopausal headache,Idiopathic stabbing headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headache due to cold exposure,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headache due to high altitude,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headache following myelography,Headache finding,Headache following lumbar puncture,Reaction to spinal or lumbar puncture disorder,Post dural puncture headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hearing disorder,Leudets tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebras prurigo,Pruritus of skin,Itching of skin,Itch of skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hematoma of perianal region,Perianal lump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hematotympanum,Bleeding from ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemicrania continua,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemiplegia or hemiparesis,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemiplegiahemiconvulsionepilepsy syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemiplegic cerebral palsy disorder,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemiplegic migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemodialysisassociated pruritus,Pruritus of skin,Itching of skin,Itch of skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemoglobinopathy with cyanosis,Cyanosis of skin,Central cyanosis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemorrhagic diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatic granulomas in berylliosis,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatic schistosomal granuloma,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hereditary disorder of the visual system,Visual alteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herpes iris,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heterotropia,Esophoria or strabismus NOS or ophthalmoplegia NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High altitude periodic breathing,Respiration intermittent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High level sensorimotor gait disorder,Abnormal gait,Staggering gait finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindbrain hernia headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Histologic type of inflammatory skin disorder,Trypanosomal chancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollow visceral neuropathy,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizontal dolls head reflex absent,Abnormal reflex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizontal spasm of gaze,Spasm of conjugate gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroa estivale,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrorrhea gravidarum,Clinical sign related to pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyoid myoclonus,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperbilirubinemia  conjugated  type III,DJaundice not of newborn,DJaundice not of newborn NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypercapnia with mixed acidbase disorder,Hypercapnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum before end of 22 week gestation with carbohydrate depletion,Hyperemesis gravidarum,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum before end of 22 week gestation with dehydration,Hyperemesis gravidarum,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum before end of 22 week gestation with electrolyte imbalance,Hyperemesis gravidarum,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum with metabolic disturbance,Hyperemesis gravidarum,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum with metabolic disturbance  delivered,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperemesis gravidarum with metabolic disturbance  not delivered,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperesthesia dolorosa,Skin sensation disturbance,Hyperesthesia finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperfunctional aphonia,Loss of voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyperhidrosis, premature cavities and premolar aplasia",Excessive sweating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperkeratosis disorder,Subungual hyperkeratosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperkeratosis morphologic abnormality,Subungual hyperkeratosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperkinetic aphonia,Loss of voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypersensitivity angiitis,Urticarial vasculitis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypersensitivity disorder,Injection site hypersensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypersensitivity reaction mediated by immune complex,Immune complex urticaria,Urticarial vasculitis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypersomnia disorder related to menstruation,Hypersomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypertensive disorder,Paroxysmal hypertension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypertensive lower esophageal sphincter disorder,Hypertensive spasm of cardiac sphincter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypertrophic condition of skin,Abnormal granulation tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypofunctional aphonia,Loss of voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglossal neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglossalpyramid syndrome,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypogonadism with anosmia,Loss of sense of smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyposecretion of salivary gland,Druginduced xerostomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyposmolality,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypotensive syncope,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypothermiasweating syndrome,DOther general symptoms NOS,DOther general symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypotonic disorder,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hysterical micropsia,Visual distortions of shape ANDOR size,Micropsia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideational partial seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic diffuse ulcerative nongranulomatous enteritis,Diffuse inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic generalized epilepsy disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic hypersomnia without long sleep time,Hypersomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic livedo reticularis,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic livedo reticularis with summer ulceration,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic livedo reticularis with systemic involvement,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic livedo reticularis with winter ulceration,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic myoclonic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic trigeminal neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiopathic vulvodynia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliohypogastric nerve neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illdefined disorder of eye,Red eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunologic urticaria,Immune complex urticaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment level of both eyes,Impairment level: low vision of both eyes,"Low vision, both eyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment level: better eye: moderate impairment: lesser eye: not further specified,Impairment level: low vision of both eyes,"Low vision, both eyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment of speech form,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment of voice production,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implanted endometriosis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomitant heterophoria,Incomitant esophoria disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incontinence of feces,Spillage of feces,Spurious diarrhea  overflow,Double incontinence finding,Bowels: occasional accident,Neuromyopathic fecal incontinence,Congenital fecal incontinence,Fecal fluid leakage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Induration of breast,Other signs and symptoms in breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Induration of skin,Changes in skin texture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infantile hemiplegia,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infected bronchogenic cyst,Mass of respiratory structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infection  suppurative,Purulent nasal discharge,Purulent rhinitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infection by Schistosoma,Schistosomal pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infection of penis,Penile warts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infection of skin,Oslers node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infectious diarrheal disease,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infectious disease of mucous membrane,Purulent nasal discharge,Purulent rhinitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infective diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infective myositisfoot,Cramp in foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infective pharyngitis disorder,Pain in throat,Sore throat symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infertility due to complete spermatogenic arrest,Complete spermatogenic arrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infertility due to incomplete spermatogenic arrest,Incomplete spermatogenic arrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflammation of skin due to parasite disorder,Trypanosomal chancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflammation of specific body systems,Tuberculous chancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflammatory disorder,Sporotrichotic chancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercostal postherpetic neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal mammary artery syndrome,Chest pain,Persistent pain following procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internuclear ophthalmoplegia,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertrigo disorder,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertrigo of abdominal skin fold,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intestinal disaccharidase deficiency,Sucrose intolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerance NEC: fat or food or milk or malabsorption NOS: syndrome or other gastrointestinal tract,Food intolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intractable ophthalmic migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irregular sleepwake pattern,DSleep rhythm irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irritable bowel syndrome characterized by constipation,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irritable bowel syndrome variant of childhood with constipation,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ischemic heart disease,Angina,Ischemic chest pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolated blepharospasm,Blepharospasm disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolated cervical dystonia,Spasmodic torticollis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolated idiopathic granuloma of stomach,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isosexual virilization,Virilization finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacksonian, focal or motor epilepsy",Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joint derangement NOS, of the ankle and foot",Foot joint laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joint disorder NOS, of ankle and foot",Subtalar joint laxity,Subtalar joint stiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joint disorder NOS, of shoulder region",Popeye sign,Shoulder joint laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joint disorder NOS, of the forearm",Wrist joint laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joint disorder NOS, of the upper arm",Elbow joint laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint function disorder,Range of joint movement increased,Joint laxity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile absence epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile cerebellar degeneration AND myoclonus,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile myoclonic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile myxedema,Hard edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile neuronal ceroid lipofuscinosis,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile pyoderma,Pustular rash morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juxtaarticular yaws nodules,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KayserFleischer ring,Chalcosis of cornea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinesiogenic choreoathetosis,Paroxysmal dystonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kohlschutters syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kojevnikovs epilepsy,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labyrinthine disorder disorder,Syncopal vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lafora disease,Myoclonic disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagophthalmos,Lid retraction &or lag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Languagerelated cognitive disorder,Other and unspecified symbolic dysfunctions,DOther symbolic dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laryngeal granuloma,Mass of respiratory structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laryngeal hemiplegia,Hemiplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laryngeal spasm,Spasm finding,Stridor finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laryngismus stridulus,Spasm finding,Stridor finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late onset cerebellar ataxia,Cerebellar ataxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lateral temporal epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LennoxGastaut syndrome disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lethal neonatal spasticity,Spasticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukoplakia of penis,Leukoplakia of male genital organs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukorrhea finding,Leukorrhoea unspecified,Leukorrhea unspecified,Leukorrhea unspecified or vaginal discharge NOS,Leukorrhoea unspecified or vaginal discharge NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
