disease,symptom,Number of diseases,values
Vertiginous syndrome,Vertigo preceded by head injury,1.0,1
Vertiginous syndrome,Drug-induced vertigo,1.0,1
Diffuse labyrinthitis,Diffuse inflammation,11.0,1
Disharmonic diplacusis,Diplacusis,2.0,1
Echo diplacusis,Diplacusis,2.0,1
Recruitment,Loudness recruitment,2.0,1
Isosexual virilization,Virilization (finding),5.0,1
Adult myxedema,Hard edema,5.0,1
Anemia due to starvation,Starvation (disorder),5.0,1
Hemoglobinopathy with cyanosis,Cyanosis of skin,6.0,1
Hemoglobinopathy with cyanosis,Central cyanosis (disorder),2.0,1
Stokvis' disease,Cyanosis of skin,6.0,1
Cold erythema associated with cryoglobulin,Erythema of skin,89.0,1
Cold erythema associated with cryoglobulin,Erythematous condition,89.0,1
Cold erythema associated with cold agglutinins,Erythema of skin,89.0,1
Cold erythema associated with cold agglutinins,Erythematous condition,89.0,1
Cold erythema associated with hemolysins,Erythema of skin,89.0,1
Cold erythema associated with hemolysins,Erythematous condition,89.0,1
Tonsillar tag,Mass of respiratory structure,11.0,1
Tonsillar tag,Mass of digestive structure,22.0,1
Splenic cyst,Mass of lymphoreticular structure,5.0,1
Urticarial reaction to blood product,Immune complex urticaria,7.0,1
Urticarial transfusion reaction,Immune complex urticaria,7.0,1
Enanthematous infectious disease,Mucous membrane eruption,1.0,1
Pintid,Macule (morphologic abnormality),5.0,1
Erythematous plaques of pinta,Erythema of skin,89.0,1
Erythematous pinta plaque,Erythema of skin,89.0,1
Erythematous plaques of pinta,Erythematous condition,89.0,1
Erythematous pinta plaque,Erythematous condition,89.0,1
Vitiligo of pinta,Achromia of skin (disorder),4.0,1
Syphilitic gumma of central nervous system,Gummatous inflammation (morphologic abnormality),8.0,1
Bovine winter dysentery,Diarrhea symptom,39.0,1
Bovine coronoviral diarrhea,Diarrhea symptom,39.0,1
Bovine winter dysentery,Loose stool,39.0,1
Bovine coronoviral diarrhea,Loose stool,39.0,1
Yaws gumma of bone,Gummatous inflammation (morphologic abnormality),8.0,1
Gummatous osteitis of yaws,Gummatous inflammation (morphologic abnormality),8.0,1
Gummatous periostitis of yaws,Gummatous inflammation (morphologic abnormality),8.0,1
Juxta-articular yaws nodules,Mass of musculoskeletal structure,10.0,1
Neonatal calf diarrhea,Diarrhea symptom,39.0,1
Neonatal calf diarrhea,Loose stool,39.0,1
Epidemic diarrheal disease of infant mouse (disorder),Diarrhea symptom,39.0,1
Epidemic diarrheal disease of infant mouse (disorder),Loose stool,39.0,1
Coronaviral calf diarrhea,Diarrhea symptom,39.0,1
Coronaviral calf diarrhea,Loose stool,39.0,1
Dyspnea associated with AIDS,Difficulty breathing,2.0,1
AIDS with fatigue,Fatigue associated with AIDS,2.0,1
AIDS with hepatomegaly,Hepatomegaly associated with AIDS,2.0,1
AIDS with malaise,Malaise associated with AIDS,2.0,1
Coccidioidomycosis with erythema multiforme,Erythema of skin,89.0,1
Coccidioidomycosis with erythema multiforme,Erythematous condition,89.0,1
Cutaneous sporotrichosis,Sporotrichotic chancre,3.0,1
Epidemic cervical myalgia,Pain (finding),136.0,1
Dysenteric diarrhea,Diarrhea symptom,39.0,1
Dysenteric diarrhea,Loose stool,39.0,1
Epidemic diarrhea,Diarrhea symptom,39.0,1
Epidemic diarrhea,Loose stool,39.0,1
Traveler's diarrhea,Diarrhea symptom,39.0,1
Traveler's diarrhea,Loose stool,39.0,1
Bradylalia,[D]Other speech disturbance NOS,13.0,1
Bradylalia,[D]Other speech disturbance,13.0,1
Crossed hemiplegia,Hemiplegia (disorder),11.0,1
Alternating hemiplegia,Hemiplegia (disorder),11.0,1
Cerebral hemiplegia,Hemiplegia (disorder),11.0,1
Spinal hemiplegia,Hemiplegia (disorder),11.0,1
Crossed reflex,Crossed extensor reflex,1.0,1
Static ataxia,Ataxia (finding),3.0,1
Static ataxia,Coordination problem,12.0,1
Long atonic seizure,Seizure,169.0,1
Akinetic seizure without atonia,Seizure,169.0,1
Visual seizure,Seizure,169.0,1
Visual seizure,Partial seizure,22.0,1
Pattern sensitive seizure,Seizure,169.0,1
Gustatory seizure,Seizure,169.0,1
Gustatory seizure,Partial seizure,22.0,1
Reading seizure,Seizure,169.0,1
Movement partial seizure,Seizure,169.0,1
Startle partial seizure,Seizure,169.0,1
Abdominal seizure,Seizure,169.0,1
Musicogenic seizure,Seizure,169.0,1
Partial seizure with impaired consciousness,Seizure,169.0,1
Partial seizure with impaired consciousness,Partial seizure,22.0,1
Ideational partial seizure,Seizure,169.0,1
Partial seizure with illusions and hallucinations,Seizure,169.0,1
Partial seizure with illusions and hallucinations,Partial seizure,22.0,1
Partial seizure with multiple symptoms,Seizure,169.0,1
Partial seizure with multiple symptoms,Partial seizure,22.0,1
Muscular asthenopia,Visual discomfort,3.0,1
Nervous asthenopia,Visual discomfort,3.0,1
Swelling of skeletal muscle,Swelling of limb (finding),1.0,1
Swelling of skeletal muscle,Swelling of musculoskeletal structure,1.0,1
Actinic reticuloid (disorder),Persistent light reaction,3.0,1
Idiopathic livedo reticularis with systemic involvement,Pale complexion,8.0,1
Hypersensitivity reaction mediated by immune complex,Immune complex urticaria,7.0,1
Hypersensitivity reaction mediated by immune complex,Urticarial vasculitis (disorder),7.0,1
Alcohol hallucinosis,Alcohol induced hallucinations,1.0,1
Alcohol withdrawal hallucinosis,Alcohol induced hallucinations,1.0,1
Chronic vascular insufficiency of intestine,Abdominal angina,3.0,1
Chronic vascular insufficiency of intestine,Intestinal angina,3.0,1
Hill diarrhea,Diarrhea symptom,39.0,1
Hill diarrhea,Loose stool,39.0,1
Post-vagotomy syndrome,Diarrhea symptom,39.0,1
Post-vagotomy diarrhea,Diarrhea symptom,39.0,1
Post-vagotomy syndrome,Loose stool,39.0,1
Post-vagotomy diarrhea,Loose stool,39.0,1
External endometriosis (disorder),Pain (finding),136.0,1
Generalized-onset seizures,Seizure,169.0,1
Generalized-onset seizures,Tonic seizure,1.0,1
Grand mal status,Seizure,169.0,1
Lymphoid hyperplasia,Persistent light reaction,3.0,1
Acute cerebellar ataxia due to varicella,Cerebellar ataxia,11.0,1
Non-Alzheimer's progressive dysphasia,[D]Other speech disturbance NOS,13.0,1
Non-Alzheimer's progressive dysphasia,[D]Other speech disturbance,13.0,1
Sandifer syndrome (disorder),Wry neck/torticollis,5.0,1
Idiopathic myoclonic epilepsy,Seizure,169.0,1
Cryptogenic myoclonic epilepsy,Seizure,169.0,1
Symptomatic myoclonic epilepsy,Seizure,169.0,1
Migraine without aura,Headache (finding),59.0,1
Ophthalmic migraine,Headache (finding),59.0,1
Migraine with prolonged aura,Headache (finding),59.0,1
Complicated migraine,Headache (finding),59.0,1
Familial hemiplegic migraine,Headache (finding),59.0,1
Non-familial hemiplegic migraine,Headache (finding),59.0,1
Migraine aura without headache,Headache (finding),59.0,1
Status migrainosus,Headache (finding),59.0,1
Migraine with ischemic complication,Headache (finding),59.0,1
Congenital nuclear ophthalmoplegia,Ophthalmoplegia (disorder),11.0,1
Superior laryngeal neuralgia,Pain (finding),136.0,1
Intercostal post-herpetic neuralgia,Pain (finding),136.0,1
Psychogenic genitourinary tract symptoms,Psychic dysuria,1.0,1
Diffuse stromal keratoconjunctivitis,Diffuse inflammation,11.0,1
Diabetic maculopathy,O/E - right eye diabetic maculopathy,2.0,1
Diabetic maculopathy,O/E - left eye diabetic maculopathy,2.0,1
Preproliferative diabetic retinopathy (disorder),O/E - right eye preproliferative diabetic retinopathy,3.0,1
Preproliferative diabetic retinopathy (disorder),O/E - left eye preproliferative diabetic retinopathy,2.0,1
Anomaly of vergence system,Anomaly of divergence,2.0,1
Relative afferent pupil defect (finding),Abnormal reflex,3.0,1
Partial sight - both eyes,Impairment level: low vision of both eyes,5.0,1
Partial sight - both eyes,"Low vision, both eyes",5.0,1
"Better eye: severe visual impairment, Lesser eye: low vision unspecified",Impairment level: low vision of both eyes,5.0,1
"Better eye: severe visual impairment, Lesser eye: low vision unspecified","Low vision, both eyes",5.0,1
Cyst of nasal cavity,Mass of respiratory structure,11.0,1
Nasal septal hematoma,Mass of respiratory structure,11.0,1
Endometriosis of pleura,Pain (finding),136.0,1
Drug-induced acute pulmonary edema,Acute edema,11.0,1
Toxic pulmonary edema,Acute edema,11.0,1
Chemical-induced pulmonary edema,Acute edema,11.0,1
Oxygen-induced pulmonary edema,Acute edema,11.0,1
Lofgrens syndrome,Mass of lymphoreticular structure,5.0,1
Bilateral hilar adenopathy syndrome,Mass of lymphoreticular structure,5.0,1
Lofgrens syndrome,Mass of trunk,4.0,1
Bilateral hilar adenopathy syndrome,Mass of trunk,4.0,1
Infected bronchogenic cyst,Mass of respiratory structure,11.0,1
Stable angina (disorder),Angina,23.0,1
Stable angina (disorder),Ischemic chest pain,23.0,1
Stable angina (disorder),Pain (finding),136.0,1
Stable angina (disorder),[X]Other forms of angina pectoris,14.0,1
New onset angina,Angina,23.0,1
New onset angina,Ischemic chest pain,23.0,1
New onset angina,Pain (finding),136.0,1
New onset angina,[X]Other forms of angina pectoris,14.0,1
Pulmonary capillary hemangiomatosis,Mass of respiratory structure,11.0,1
Pulmonary capillary hemangiomatosis,Mass of cardiovascular structure,4.0,1
Simple faint,Syncope symptom,12.0,1
Simple faint,Syncope and collapse,12.0,1
Neurally-mediated syncope,Syncope symptom,12.0,1
Neurally-mediated syncope,Syncope and collapse,12.0,1
Malignant vasovagal syndrome,Syncope symptom,12.0,1
Malignant vasovagal syndrome,Syncope and collapse,12.0,1
Elderly vasovagal syndrome,Syncope symptom,12.0,1
Elderly vasovagal syndrome,Syncope and collapse,12.0,1
Situational syncope,Syncope symptom,12.0,1
Situational syncope,Syncope and collapse,12.0,1
Situational syncope,Effort syncope,1.0,1
Defecation syncope,Syncope symptom,12.0,1
Defecation syncope,Syncope and collapse,12.0,1
Deglutition syncope,Syncope symptom,12.0,1
Deglutition syncope,Syncope and collapse,12.0,1
Syphilitic gumma of oral cavity,Gummatous inflammation (morphologic abnormality),8.0,1
Oral erythematous candidiasis,Erythema of skin,89.0,1
Oral erythematous candidiasis,Erythematous condition,89.0,1
Other functional disorder of the intestine NOS,Absent peristalsis,1.0,1
Other functional disorders of the intestine,Absent peristalsis,1.0,1
Hamartoma of stomach,Mass of digestive structure,22.0,1
Food intolerance NEC,Food intolerance,3.0,1
Appendix mass,Mass of digestive structure,22.0,1
Irritable bowel syndrome variant of childhood with constipation,Constipation (disorder),12.0,1
Vulval warts,Mass of female genital structure,7.0,1
Endometriosis of myometrium,Pain (finding),136.0,1
Endometriosis interna,Pain (finding),136.0,1
Eclampsia in labor,Seizure,169.0,1
Nipple infection,Purulent nipple discharge,1.0,1
Drug-induced virilization,Virilization (finding),5.0,1
Severe systemic illness tissue wasting,Cachexia (finding),4.0,1
Severe systemic illness-induced skeletal muscle wasting,Cachexia (finding),4.0,1
Disorder of blood gas,Hypercapnia (disorder),5.0,1
Disorder of blood gas,Hypocapnia (disorder),2.0,1
Disorder of blood gas,Hyperoxia (disorder),1.0,1
Macula cerulea,Macular eruption,4.0,1
Maculae ceruleae,Macular eruption,4.0,1
Macula cerulea,Macule (morphologic abnormality),5.0,1
Maculae ceruleae,Macule (morphologic abnormality),5.0,1
Symptomatic dermographism,Urticaria geographica,2.0,1
Physical urticaria,Urticaria geographica,2.0,1
Dermatographic urticaria,Urticaria geographica,2.0,1
Symptomatic dermographism,Delayed dermographism,2.0,1
Physical urticaria,Delayed dermographism,2.0,1
Dermatographic urticaria,Delayed dermographism,2.0,1
Symptomatic dermographism,Reflex urticaria,2.0,1
Physical urticaria,Reflex urticaria,2.0,1
Dermatographic urticaria,Reflex urticaria,2.0,1
Giant cell arteritis with polymyalgia rheumatica,Pain (finding),136.0,1
Painful arc syndrome,Pain (finding),136.0,1
Ganglion of ankle,Mass of lower limb,2.0,1
Algodystrophy of foot,Pain (finding),136.0,1
Algodystrophy of knee,Pain (finding),136.0,1
Algodystrophy of hand,Pain (finding),136.0,1
Erythema nodosum leprosum,Erythema of skin,89.0,1
Erythema nodosum leprosum,Erythematous condition,89.0,1
Macular syphilide,Macular eruption,4.0,1
Pustular syphilide,Pustular rash (morphologic abnormality),7.0,1
Gummatous neurosyphilis,Gummatous inflammation (morphologic abnormality),8.0,1
Anal warts,Mass of digestive structure,22.0,1
Perianal warts,Perianal lump,2.0,1
Donovanosis - inguinal lesion,Groin mass,2.0,1
Cachexia associated with AIDS,Cachexia (finding),4.0,1
Achromic skin lesions of pinta,Achromia of skin (disorder),4.0,1
Pheohyphomycotic subcutaneous cyst,Mass of body region,3.0,1
Hepatic schistosomal granuloma,Mass of digestive structure,22.0,1
Horizontal spasm of gaze,Spasm of conjugate gaze,3.0,1
Pleuropericardial cyst,Mass of cardiovascular structure,4.0,1
Liver hematoma,Mass of digestive structure,22.0,1
Spastic foot,(Spastic hemiplegia) or (spastic foot),1.0,1
Psychosensory epilepsy,Seizure,169.0,1
Somatosensory epilepsy,Seizure,169.0,1
"Neuralgia, neuritis and radiculitis unspecified",Neuropathic pain,16.0,1
"Neuralgia, neuritis and radiculitis unspecified",Femoral neuralgia,3.0,1
"Neuralgia, neuritis and radiculitis unspecified",Reminiscent neuralgia,1.0,1
"Neuralgia, neuritis and radiculitis unspecified",Radicular pain,2.0,1
"Neuralgia, neuritis and radiculitis unspecified",Sympathetically maintained pain,1.0,1
"Neuralgia, neuritis and radiculitis unspecified",Obturator neuralgia,4.0,1
"Neuralgia, neuritis and radiculitis unspecified",Segmental peripheral neuralgia,3.0,1
"Neuralgia, neuritis and radiculitis unspecified",Neurogenic pain,2.0,1
"Neuralgia, neuritis and radiculitis unspecified",Sympathetically independent pain,1.0,1
"Neuralgia, neuritis and radiculitis unspecified",Unilateral shortlasting neuralgiform pain with conjunctival injection and tearing syndrome,1.0,1
"Neuralgia, neuritis and radiculitis unspecified",Peripheral neurogenic pain,1.0,1
"Neuralgia, neuritis and radiculitis unspecified",Peripheral neuropathic pain,1.0,1
"Neuralgia, neuritis or radiculitis NOS",Neuropathic pain,16.0,1
Other psychophysical visual disturbance,Subjective visual disturbance,7.0,1
[X]Other specified cardiac arrhythmias,Pulsus trigeminus (finding),1.0,1
[X]Other specified cardiac arrhythmias,Labile pulse,1.0,1
[X]Other specified cardiac arrhythmias,Bigeminal pulse (finding),1.0,1
[X]Other specified diseases of oesophagus,Pain in esophagus,1.0,1
[X]Other specified diseases of esophagus,Pain in esophagus,1.0,1
[X]Other specified diseases of oesophagus,Absent deglutition (finding),1.0,1
[X]Other specified diseases of esophagus,Absent deglutition (finding),1.0,1
[X]Other specified diseases of anus and rectum,Anal twitching,1.0,1
[X]Other specified diseases of liver,Liver pain (finding),1.0,1
Other specified liver disorder,Liver pain (finding),1.0,1
Other specified liver disorder NOS,Liver pain (finding),1.0,1
[X]Other specified diseases of liver,Hepatocellular jaundice,4.0,1
Other specified liver disorder,Hepatocellular jaundice,4.0,1
Other specified liver disorder NOS,Hepatocellular jaundice,4.0,1
Nonorganic insomnia,Insomnia (disorder),7.0,1
Umbilical sepsis,Disorder of umbilicus,12.0,1
Hypoglossal neuralgia,Pain (finding),136.0,1
Amaurosis (disorder),Amaurosis fugax,4.0,1
Premenstrual tension syndrome,Symptom occurs premenstrually,1.0,1
Premenstrual tension syndrome,Premenstrual symptom,1.0,1
Premenstrual tension syndrome,Premenstrual swelling,1.0,1
Premenstrual tension syndrome,Premenstrual breast tenderness,1.0,1
Painful ophthalmoplegia,Ophthalmoplegia (disorder),11.0,1
Painful ophthalmoplegia,Pain (finding),136.0,1
Acrodermatitis continua,Pustular rash (morphologic abnormality),7.0,1
Infantile hemiplegia,Hemiplegia (disorder),11.0,1
Impairment level: better eye: moderate impairment: lesser eye: not further specified,Impairment level: low vision of both eyes,5.0,1
Impairment level: better eye: moderate impairment: lesser eye: not further specified,"Low vision, both eyes",5.0,1
Abnormal involuntary movement,Athetoid movement,8.0,1
Abnormal involuntary movement,Clonus,1.0,1
Abnormal involuntary movement,Muscle fasciculation,1.0,1
Abnormal involuntary movement,Spasticity,2.0,1
Abnormal involuntary movement,Spasm (finding),10.0,1
Abnormal involuntary movement,Tremor (finding),1.0,1
Abnormal involuntary movement,Opisthotonus (finding),1.0,1
Abnormal involuntary movement,Local spasm,1.0,1
Abnormal involuntary movement,Muscle twitch (finding),1.0,1
Abnormal involuntary movement,Synkinesis (finding),1.0,1
Abnormal involuntary movement,Trembles,1.0,1
Abnormal involuntary movement,Persistent tremor,1.0,1
Abnormal involuntary movement,Continuous tremor,1.0,1
Abnormal involuntary movement,Intermittent tremor,1.0,1
Abnormal involuntary movement,Fine tremor,1.0,1
Abnormal involuntary movement,Coarse tremor,1.0,1
Abnormal involuntary movement,Massive tremor,1.0,1
Abnormal involuntary movement,Passive tremor,1.0,1
Abnormal involuntary movement,Static tremor,2.0,1
Abnormal involuntary movement,Resting tremor,1.0,1
Abnormal involuntary movement,Grimaces,2.0,1
Abnormal involuntary movement,Clasp knife like increase in tone,1.0,1
Abnormal involuntary movement,Risus sardonicus,1.0,1
Abnormal involuntary movement,Involuntary movement,5.0,1
Abnormal involuntary movement,Involuntary movement symptom,5.0,1
Abnormal involuntary movement,Head movements abnormal,1.0,1
Abnormal involuntary movement,Pleurothotonus,1.0,1
Abnormal involuntary movement,Wrist clonus,1.0,1
Abnormal involuntary movement,Pseudoathetosis,1.0,1
Abnormal involuntary movement,Thyrotoxic tremor,1.0,1
Abnormal involuntary movement,Pill rolling,1.0,1
Abnormal involuntary movement,Involuntary truncal rocking,1.0,1
Abnormal involuntary movement,Orthostatic tremor,1.0,1
Abnormal involuntary movement,Chronic tremor,1.0,1
Rasmussen syndrome,Seizure,169.0,1
Early onset cerebellar ataxia,Cerebellar ataxia,11.0,1
Late onset cerebellar ataxia,Cerebellar ataxia,11.0,1
Disorder presenting primarily with chorea,Post-hemiplegic chorea,2.0,1
Kinesiogenic choreoathetosis,Paroxysmal dystonia,4.0,1
Dystonia,Dystonia (finding),1.0,1
Dystonia,Paroxysmal dystonia,4.0,1
Dystonia,Diurnal dystonia,2.0,1
Isolated cervical dystonia,Spasmodic torticollis (disorder),4.0,1
Isolated blepharospasm,Blepharospasm (disorder),7.0,1
Other specified myoclonus,Myoclonic disorder,29.0,1
Symptomatic myoclonus,Myoclonic disorder,29.0,1
Post-anoxic myoclonus,Myoclonic disorder,29.0,1
Segmental cord myoclonus,Myoclonic disorder,29.0,1
Palatal-tympanic myoclonus,Myoclonic disorder,29.0,1
Hyoid myoclonus,Myoclonic disorder,29.0,1
Opsoclonus-myoclonus syndrome,Myoclonic disorder,29.0,1
Partial epilepsy with autonomic symptoms,Seizure,169.0,1
Benign frontal epilepsy of childhood,Seizure,169.0,1
Benign psychomotor epilepsy of childhood,Seizure,169.0,1
Benign atypical partial epilepsy in childhood,Seizure,169.0,1
Epilepsy with recurrent unilateral seizures in children,Seizure,169.0,1
Childhood epilepsy with occipital paroxysms,Seizure,169.0,1
Benign occipital epilepsy of childhood - early onset variant,Seizure,169.0,1
Benign occipital epilepsy of childhood - late onset variant,Seizure,169.0,1
Primary inherited reading epilepsy,Seizure,169.0,1
Amygdalo-hippocampal epilepsy,Seizure,169.0,1
Mesiobasal limbic epilepsy,Seizure,169.0,1
Rhinencephalic epilepsy,Seizure,169.0,1
Lateral temporal epilepsy,Seizure,169.0,1
Supplementary motor epilepsy,Seizure,169.0,1
Cingulate epilepsy,Seizure,169.0,1
Dorsolateral epilepsy,Seizure,169.0,1
Opercular epilepsy,Seizure,169.0,1
Non-progressive Kozhevnikow syndrome,Seizure,169.0,1
Parietal lobe epilepsy,Seizure,169.0,1
Occipital lobe epilepsy,Seizure,169.0,1
Chronic progressive epilepsia partialis continua,Seizure,169.0,1
Benign non-familial neonatal convulsions,Seizure,169.0,1
Myoclonic epilepsy of early childhood,Seizure,169.0,1
Epilepsy with grand mal seizures on awakening,Seizure,169.0,1
Cryptogenic West syndrome,Seizure,169.0,1
Symptomatic West syndrome,Seizure,169.0,1
Cryptogenic Lennox-Gastaut syndrome,Seizure,169.0,1
Symptomatic Lennox-Gastaut syndrome,Seizure,169.0,1
Myoclonic astatic epilepsy,Seizure,169.0,1
Myoclonic absence epilepsy,Seizure,169.0,1
Early infantile epileptic encephalopathy with suppression bursts,Seizure,169.0,1
Epilepsy with continuous spike wave during slow-wave sleep,Seizure,169.0,1
Secondary reading epilepsy,Seizure,169.0,1
Drug-induced epilepsy,Seizure,169.0,1
Narcotic withdrawal epilepsy,Seizure,169.0,1
Menstrual epilepsy,Seizure,169.0,1
Nocturnal epilepsy,Seizure,169.0,1
Photogenic epilepsy,Seizure,169.0,1
Photogenic epilepsy,Partial seizure,22.0,1
Eyelid myoclonus with absences,Seizure,169.0,1
Writing epilepsy,Seizure,169.0,1
Tactile epilepsy,Seizure,169.0,1
Eating epilepsy,Seizure,169.0,1
Tapping epilepsy,Seizure,169.0,1
Toothbrushing epilepsy,Seizure,169.0,1
Decision-making epilepsy,Seizure,169.0,1
Aquagenic epilepsy,Seizure,169.0,1
Non-convulsive status epilepticus with three per second spike wave,Seizure,169.0,1
Non-convulsive status epilepticus without three per second spike wave,Seizure,169.0,1
Non-convulsive simple partial status epilepticus,Seizure,169.0,1
Non-convulsive simple partial status epilepticus,Partial seizure,22.0,1
Complex partial status epilepticus,Seizure,169.0,1
Complex partial status epilepticus,Partial seizure,22.0,1
Headache disorder,Headache (finding),59.0,1
Headache disorder,Menopausal headache,3.0,1
Headache disorder,Idiopathic stabbing headache,1.0,1
Muscular headache,Headache (finding),59.0,1
Episodic tension-type headache,Headache (finding),59.0,1
Chronic tension-type headache,Headache (finding),59.0,1
Episodic cluster headache,Headache (finding),59.0,1
Chronic cluster headache unremitting from onset,Headache (finding),59.0,1
Chronic cluster headache evolved from episodic cluster headache,Headache (finding),59.0,1
Chronic paroxysmal hemicrania,Headache (finding),59.0,1
Atypical cluster headache,Headache (finding),59.0,1
Chronic post-traumatic headache (disorder),Headache (finding),59.0,1
Low pressure headache,Headache (finding),59.0,1
Low pressure headache,Post dural puncture headache,3.0,1
Headache due to cold exposure,Headache (finding),59.0,1
Headache associated with substance abuse or withdrawal,Headache (finding),59.0,1
Persistent insomnia,Insomnia (disorder),7.0,1
Persistent hypersomnia,Hypersomnia (disorder),7.0,1
Irregular sleep-wake pattern,[D]Sleep rhythm irregular,1.0,1
Sleep-related bruxism,Sleep automatism,4.0,1
Sleep-related painful erections,Pain (finding),136.0,1
Sleep-related painful erections,Painful penile erection,2.0,1
Idiopathic trigeminal neuralgia,Pain (finding),136.0,1
Secondary trigeminal neuralgia,Pain (finding),136.0,1
Cluster tic syndrome,Pain (finding),136.0,1
Acute painful diabetic neuropathy,Pain (finding),136.0,1
Diabetic acute painful polyneuropathy,Pain (finding),136.0,1
Disorders of spinal neurones manifest by hyperactivity,Painful legs and moving toes,4.0,1
Disorders of spinal neurones manifest by hyperactivity,Painful arms and moving fingers,3.0,1
Congenital non-progressive ataxia,Ataxia (finding),3.0,1
Dysequilibrium syndrome (disorder),Dizziness and giddiness,3.0,1
Congenital receptive dysphasia,[D]Other speech disturbance NOS,13.0,1
Congenital receptive dysphasia,[D]Other speech disturbance,13.0,1
Acute sanguinous otitis media,Bleeding from ear,4.0,1
Otitis media with effusion - sanguinous,Bleeding from ear,4.0,1
Migrainous vertigo,Subjective vertigo,12.0,1
Benign recurrent vertigo,Subjective vertigo,12.0,1
Episodic recurrent vertigo,Subjective vertigo,12.0,1
Recurrent vestibulopathy,Subjective vertigo,12.0,1
Episodic recurrent vertigo,Dizziness and giddiness,3.0,1
Recurrent vestibulopathy,Dizziness and giddiness,3.0,1
Pharyngeal spasm,Spasm (finding),10.0,1
Acute cardiac pulmonary edema,Acute edema,11.0,1
Posteruptive tooth staining due to drug,Teeth staining due to drugs,2.0,1
Amalgam tattoo,Macule (morphologic abnormality),5.0,1
Diarrhea in diabetes,Diarrhea symptom,39.0,1
Hollow visceral neuropathy,Diarrhea symptom,39.0,1
Diarrhea in diabetes,Loose stool,39.0,1
Hollow visceral neuropathy,Loose stool,39.0,1
Hyperbilirubinemia - conjugated - type III,[D]Jaundice (not of newborn),5.0,1
Hyperbilirubinemia - conjugated - type III,[D]Jaundice (not of newborn) NOS,5.0,1
Vomiting - infective,Finding of vomiting,16.0,1
Vomiting - infective,Vomiting symptom,16.0,1
Constipation - functional,Constipation (disorder),12.0,1
Constipation - functional,(Functional constipation) or (impacted faeces),1.0,1
Constipation - functional,(Functional constipation) or (impacted feces),1.0,1
Disorder of ureter (disorder),Ureteric neuromuscular incoordination,2.0,1
Non-organic primary enuresis,[D]Enuresis NOS,3.0,1
Non-organic primary enuresis,Enuresis (& [bedwetting]),3.0,1
Non-organic primary enuresis,[D]Enuresis,3.0,1
Non-organic primary enuresis,Enuresis [D],3.0,1
Non-organic secondary enuresis,[D]Enuresis NOS,3.0,1
Non-organic secondary enuresis,Enuresis (& [bedwetting]),3.0,1
Non-organic secondary enuresis,[D]Enuresis,3.0,1
Non-organic secondary enuresis,Enuresis [D],3.0,1
Symptomatic disorders of the urinary tract,[D]Urinary system symptoms NOS,1.0,1
Symptomatic disorders of the urinary tract,[D]Urinary system symptoms,1.0,1
Endometriosis outside pelvis,Pain (finding),136.0,1
Perimenopausal disorder,Menopausal symptom,1.0,1
Perimenopausal disorder,Menopausal headache,3.0,1
Perimenopausal disorder,Menopausal sleeplessness,1.0,1
Perimenopausal disorder,Menopausal concentration lack,1.0,1
Peripheral neuritis in pregnancy,Symptomatic disorders in pregnancy,3.0,1
Hyperemesis gravidarum with metabolic disturbance - not delivered,Finding of vomiting,16.0,1
Hyperemesis gravidarum with metabolic disturbance - not delivered,Vomiting symptom,16.0,1
Hyperemesis gravidarum with metabolic disturbance,Hyperemesis gravidarum,6.0,1
Hyperemesis gravidarum with metabolic disturbance,Finding of vomiting,16.0,1
Hyperemesis gravidarum with metabolic disturbance,Vomiting symptom,16.0,1
Mild hyperemesis-not delivered,Finding of vomiting,16.0,1
Mild hyperemesis-not delivered,Vomiting symptom,16.0,1
Mild hyperemesis-delivered,Finding of vomiting,16.0,1
Mild hyperemesis-delivered,Vomiting symptom,16.0,1
"Breast engorgement in pregnancy, the puerperium or lactation with antenatal complication",Engorgement of breasts,2.0,1
Disorder of nipple,Discharge from nipple,1.0,1
Disorder of nipple,Nipple discharge symptom,1.0,1
Other pruritic conditions NOS,Pruritus of skin,26.0,1
Other pruritic conditions NOS,Itching of skin,26.0,1
Other pruritic conditions NOS,Itch of skin,26.0,1
Local infection skin/subcut tissue NOS (disorder),Skin irritation,3.0,1
Staphylococcal intertrigo,Erythema of skin,89.0,1
Staphylococcal intertrigo,Erythematous condition,89.0,1
Streptococcal intertrigo,Erythema of skin,89.0,1
Streptococcal intertrigo,Erythematous condition,89.0,1
Pruriginous atopic dermatitis,Pruritus of skin,26.0,1
Pruriginous atopic dermatitis,Itching of skin,26.0,1
Pruriginous atopic dermatitis,Itch of skin,26.0,1
Subacute prurigo,Pruritus of skin,26.0,1
Subacute prurigo,Itching of skin,26.0,1
Subacute prurigo,Itch of skin,26.0,1
Chronic prurigo,Pruritus of skin,26.0,1
Chronic prurigo,Itching of skin,26.0,1
Chronic prurigo,Itch of skin,26.0,1
Dermographic prurigo,Pruritus of skin,26.0,1
Dermographic prurigo,Itching of skin,26.0,1
Dermographic prurigo,Itch of skin,26.0,1
Prurigo pigmentosa,Pruritus of skin,26.0,1
Prurigo pigmentosa,Itching of skin,26.0,1
Prurigo pigmentosa,Itch of skin,26.0,1
Psoriasis palmaris,Pustular rash (morphologic abnormality),7.0,1
Psoriasis plantaris,Pustular rash (morphologic abnormality),7.0,1
Aquagenic pruritus,Pruritus of skin,26.0,1
Aquagenic pruritus,Itching of skin,26.0,1
